"orig","dest","distance"
"A81019","A81067",5.22930184546792
"A81019","A86025",5.23340099216144
"A81019","A86040",5.26961552771513
"A81019","M83102",5.38587329447198
"A81020","A81051",3.08892994056952
"A81020","A81060",3.75568727656339
"A81020","A81009",3.76167592281075
"A81020","A81046",3.76805088708314
"A81020","A81004",4.01217251689532
"A81020","A81001",4.04710998586969
"A81020","A81045",4.10039963046053
"A81020","A89024",4.14770942782119
"A81020","C86015",4.2442369898203
"A81020","A86601",4.26665746228082
"A81021","A81006",3.71827127064534
"A81021","A88013",4.23598678968228
"A81021","A81042",4.26244781916818
"A81021","A81002",4.35747085891359
"A81021","A81036",4.54387064724276
"A81021","A81031",4.69939073990814
"A81021","A83040",4.74542419904347
"A81021","A83047",4.75594630145954
"A81021","A88002",4.78624170569936
"A81021","A89001",4.82786563690428
"A81022","A83052",4.00901439122931
"A81022","A81013",4.19690205127152
"A81022","A86026",4.20775327709792
"A81022","A83033",4.37792009699122
"A81022","A81054",4.41457874706098
"A81022","A81052",4.57005714857196
"A81022","A81045",4.57095294594382
"A81022","A81060",4.63390838208679
"A81022","A83015",4.6436363990621
"A81022","A89035",4.65358298621727
"A81023","A81064",2.28244741013665
"A81023","A81029",2.35462149418044
"A81023","A81037",3.21464441821433
"A81023","A81016",4.03687507339594
"A81023","C87622",4.86104753052189
"A81023","M83076",5.1556753199553
"A81023","A86037",5.31342057285289
"A81023","P87015",5.33922089875573
"A81023","A86024",5.52306211588976
"A81023","M83127",5.67010308500222
"A81025","A81001",2.75803570238718
"A81025","A81046",4.04277823636405
"A81025","A88012",4.2059776365125
"A81025","A81060",4.24200471942183
"A81025","A81007",4.3730132371086
"A81025","A81063",4.38171176235491
"A81025","A89018",4.49606260536773
"A81025","A81020",4.51691000622484
"A81025","A81629",4.65896969994361
"A81025","C87013",4.66348942608505
"A81026","M83146",5.18212388692882
"A81026","C87005",5.40428897333825
"A81026","A81042",5.4128596318468
"A81026","A81009",5.46645322828649
"A81026","A86025",5.56098581462246
"A81026","A81035",5.62409354207258
"A81026","N83001",5.87825591890325
"A81026","C87017",5.87830401291636
"A81026","C87003",5.89333570765086
"A81026","A81006",5.91182115377768
"A81027","A81039",3.90019725595707
"A81027","P81143",4.59479248274586
"A81027","P92014",4.95549220940129
"A81027","N81059",4.95622229367679
"A81027","A87011",5.0415853231217
"A81027","P81695",5.0557387535981
"A81027","B81042",5.08049046890356
"A81027","C82002",5.10922112078774
"A81027","C85004",5.15070334884092
"A81027","N81122",5.15131707773305
"A81029","A81023",2.35462149418044
"A81029","A81064",2.43348225252526
"A81029","A81037",3.5684883557239
"A81029","A81016",4.81301585178349
"A81029","A86037",5.06299177045781
"A81029","P87015",5.14465071619397
"A81029","M83076",5.91973505969241
"A81029","C87622",5.99024737459045
"A81029","P87654",5.99734036114626
"A81029","M83127",6.05477337568177
"A81030","A81020",4.45900918191347
"A81030","A81046",4.70071218896745
"A81030","A81004",4.78573621387949
"A81030","C87012",4.86002793797631
"A81030","C86007",4.86109664279067
"A81030","A81051",4.86117278784492
"A81030","A87016",5.07912910054295
"A81030","A87029",5.13533251895729
"A81030","N83002",5.21398430828197
"A81030","C86023",5.27006902356919
"A81031","A81007",3.476314404868
"A81031","A81631",3.79776322768507
"A81031","A81044",3.83905913618223
"A81031","A81041",3.99798446457368
"A81031","A81011",4.0166708230315
"A81031","A81006",4.04412864898531
"A81031","A89017",4.11518581593466
"A81031","A88013",4.20383289870115
"A81031","A88002",4.20401735663113
"A81031","A81063",4.24429109850654
"A81032","A81005",3.60318964228129
"A81032","A83050",3.96191004653826
"A81032","N81052",4.32121778460366
"A81032","A81618",4.38863467602892
"A81032","P81129",4.45953222872906
"A81032","N81062",4.5958892324456
"A81032","P81079",4.61514738824648
"A81032","B87003",4.62668439893878
"A81032","A83028",4.66020283567791
"A81032","P81128",4.66116167938746
"A81034","A81017",4.3583506106136
"A81034","A83030",5.08815256290387
"A81034","A81036",5.9378486729337
"A81034","A86008",6.0090609984974
"A81034","C84059",6.0788497953902
"A81034","M81082",6.13405506282294
"A81034","K83059",6.1357552348597
"A81034","K83032",6.15040006554949
"A81034","J83057",6.18478287635071
"A81034","C86011",6.26558337078811
"A81035","A81037",4.24049895302633
"A81035","A81019",4.55474497770669
"A81035","A86030",4.60413343605718
"A81035","A81067",4.62255663003542
"A81035","A81012",4.68282028171808
"A81035","A81016",4.7655293247814
"A81035","A86017",4.87811234883479
"A81035","C87003",4.95539587310953
"A81035","A89006",5.02819637136617
"A81035","M83146",5.18318694900887
"A81036","A81002",3.37414995713994
"A81036","C87029",3.88051291010506
"A81036","A81006",4.14579258033607
"A81036","A83047",4.21602909500872
"A81036","C88015",4.26667850974639
"A81036","A81057",4.3367328222258
"A81036","A87007",4.34319730866043
"A81036","C85008",4.37769739708319
"A81036","N83020",4.4595145956184
"A81036","A88013",4.48570117741326
"A81037","A81023",3.21464441821433
"A81037","A81029",3.5684883557239
"A81037","A81064",3.9244903077312
"A81037","A81016",3.94756413073814
"A81037","A81035",4.24049895302633
"A81037","A81038",4.48347058342453
"A81037","A86037",4.63848647736665
"A81037","P87015",5.18616681931235
"A81037","A81012",5.32966307150345
"A81037","A89002",5.33824017931605
"A81038","A81037",4.48347058342453
"A81038","A81012",4.54619489394196
"A81038","A81019",5.06334517405057
"A81038","A81035",5.19735272871109
"A81038","P87613",5.47383503956506
"A81038","M83627",5.49930426071682
"A81038","A86037",5.55451713363534
"A81038","A81016",5.57923200038506
"A81038","A81065",5.71892760906798
"A81038","Y01124",5.7837703789485
"A81039","P81143",3.62899847968856
"A81039","A81027",3.90019725595707
"A81039","N81122",3.94115600379107
"A81039","N81059",4.04761104628074
"A81039","B87003",4.29734862544758
"A81039","C82002",4.34489711604778
"A81039","B82031",4.41769290972155
"A81039","C82093",4.4639622591162
"A81039","N81052",4.48668979307473
"A81039","P92014",4.5245290216029
"A81040","A81057",3.29040751148555
"A81040","A81610",3.34164435000396
"A81040","A89028",4.12510208258682
"A81040","A89009",4.13640089339908
"A81040","A89022",4.37931067063949
"A81040","A81058",4.41234229137628
"A81040","A81052",4.46885899872026
"A81040","C88023",4.47648988676409
"A81040","A81014",4.50696566315922
"A81040","C83041",4.51235665056293
"A81041","A81007",3.25532850486001
"A81041","A81011",3.28252135725126
"A81041","A81060",3.30625126158995
"A81041","A81063",3.4547188384145
"A81041","A89024",3.61444647466527
"A81041","A81631",3.69080201301737
"A81041","A81031",3.99798446457368
"A81041","A83075",4.12527585912853
"A81041","A89035",4.2309121126205
"A81041","A81018",4.44455060293575
"A81042","A81021",4.26244781916818
"A81042","A81006",4.32119215912816
"A81042","A89019",4.50308920884573
"A81042","A89001",4.71103542809288
"A81042","C87006",5.01563758715684
"A81042","A86025",5.06943378619532
"A81042","B87026",5.12768265171733
"A81042","P92019",5.23647580395347
"A81042","A86021",5.33282572248963
"A81042","M83146",5.3332001143538
"A81044","A81031",3.83905913618223
"A81044","A88002",4.11146524539917
"A81044","A81002",4.455098935365
"A81044","A88013",4.54580746041183
"A81044","A81036",4.64278266504094
"A81044","A81006",4.83412640654455
"A81044","A81021",4.83805993454513
"A81044","A87004",4.85492329478347
"A81044","C88015",4.91410587066037
"A81044","A87007",5.0453070748971
"A81045","A81052",3.15363822055502
"A81045","A81054",3.19622020926621
"A81045","A81018",3.29716327757733
"A81045","Y00286",3.8733444353005
"A81045","A87019",3.94179320620743
"A81045","A86038",3.94746900324073
"A81045","A81007",3.97175172155984
"A81045","A81060",3.97861606302566
"A81045","N83005",3.99532246969524
"A81045","P92003",4.09778062458398
"A81046","A81020",3.76805088708314
"A81046","A81006",3.90032048675275
"A81046","A81001",4.03315210276646
"A81046","A81025",4.04277823636405
"A81046","A81007",4.35538502585608
"A81046","A81060",4.48514322221704
"A81046","A89017",4.5912991935344
"A81046","A81030",4.70071218896745
"A81046","A81031",4.74215666947565
"A81046","A81052",4.86866759738107
"A81048","A81618",4.30206296956921
"A81048","A89015",4.3115517580382
"A81048","N83019",4.38444914226104
"A81048","P81133",4.40865164185284
"A81048","A81005",4.41164206632535
"A81048","A83028",4.56643352106724
"A81048","P81149",4.64781880310995
"A81048","M83601",4.73050322073525
"A81048","A87017",4.76508678738947
"A81048","P81079",4.76660090300988
"A81049","A81012",3.30803363350751
"A81049","A81019",3.9472436076272
"A81049","A81065",4.20877482211375
"A81049","P86606",4.64981456000005
"A81049","M83102",4.77977869314694
"A81049","A86040",5.15986855078111
"A81049","P87630",5.18339331850088
"A81049","A87030",5.41843481239726
"A81049","A89008",5.43134744632547
"A81049","A86011",5.4326647617173
"A81051","A81020",3.08892994056952
"A81051","A81004",3.56394321520673
"A81051","A81009",3.73835666293547
"A81051","P92024",4.2506564021072
"A81051","P92026",4.25260536849095
"A81051","P86013",4.41145702599544
"A81051","C87012",4.47931749483979
"A81051","P92003",4.48933466814131
"A81051","P81058",4.49574601125989
"A81051","A81045",4.49814160834192
"A81052","A81045",3.15363822055502
"A81052","A81018",3.28000843067935
"A81052","A81054",3.3800731346431
"A81052","A81057",3.99646336010529
"A81052","A81007",4.10680641886426
"A81052","A81060",4.24615691916131
"A81052","A89009",4.27245782183898
"A81052","A83033",4.36620619425875
"A81052","A89012",4.38847064342351
"A81052","A89026",4.40178856894779
"A81053","A81013",4.33798554722691
"A81053","A83008",4.8600588248647
"A81053","P81668",5.05761066901313
"A81053","A85024",5.28507852316576
"A81053","A83637",5.28701188804451
"A81053","A83073",5.35536629745684
"A81053","A83016",5.44268144241627
"A81053","P81086",5.44862341454962
"A81053","P92006",5.56291718902063
"A81053","A83023",5.5903035333903
"A81054","A81018",2.41825772345821
"A81054","A81045",3.19622020926621
"A81054","A81052",3.3800731346431
"A81054","A81007",4.05946357064873
"A81054","A81011",4.06864175808166
"A81054","A81057",4.08055817679607
"A81054","N83005",4.13260863874579
"A81054","Y00286",4.20963661864952
"A81054","A89030",4.25897487792737
"A81054","A81060",4.3556077151978
"A81056","A81612",3.90606665128259
"A81056","A81014",4.11000269931963
"A81056","A89617",4.2501164030049
"A81056","C85006",4.41334761004238
"A81056","A89616",4.6970988824182
"A81056","C84113",4.96954860809224
"A81056","A81602",5.02893112757438
"A81056","A89026",5.06971988700692
"A81056","B81647",5.07146748415396
"A81056","A89022",5.08336326429897
"A81057","A81610",2.42123214749161
"A81057","A81040",3.29040751148555
"A81057","A89012",3.88823667237676
"A81057","C87029",3.99331176961616
"A81057","A81052",3.99646336010529
"A81057","A81054",4.08055817679607
"A81057","A89009",4.14371403565165
"A81057","A81045",4.16226608800259
"A81057","C85022",4.26232411725105
"A81057","A81058",4.26803641200457
"A81058","A81611",2.96606815609245
"A81058","A89012",4.01471486280405
"A81058","A89021",4.23576395488087
"A81058","A81610",4.24668019697288
"A81058","A89025",4.26063221883955
"A81058","A89009",4.2617957212081
"A81058","A81057",4.26803641200457
"A81058","A89028",4.35496824284222
"A81058","A81040",4.41234229137628
"A81058","A89035",4.60032884836408
"A81060","A81063",2.84814960555086
"A81060","A81041",3.30625126158995
"A81060","A81631",3.611309371333
"A81060","A81007",3.66271417788356
"A81060","A89024",3.74789784405547
"A81060","A81020",3.75568727656339
"A81060","A89035",3.84026666364319
"A81060","A81045",3.97861606302566
"A81060","A81001",4.15439948001778
"A81060","A86026",4.19660764292245
"A81063","A81060",2.84814960555086
"A81063","A81631",3.04725019254196
"A81063","A81041",3.4547188384145
"A81063","A81007",4.09382877616799
"A81063","A81622",4.17113189356385
"A81063","A89024",4.23139413334432
"A81063","A81031",4.24429109850654
"A81063","A81025",4.38171176235491
"A81063","A88005",4.44094782418994
"A81063","A89018",4.50205712756699
"A81064","A81023",2.28244741013665
"A81064","A81029",2.43348225252526
"A81064","A81037",3.9244903077312
"A81064","A81016",4.89196420301385
"A81064","Y05167",5.64150466024384
"A81064","A81634",5.72009854240105
"A81064","P87015",5.73474329210847
"A81064","C87622",5.84366487557345
"A81064","A86037",5.92894968378958
"A81064","M83076",6.03106333425461
"A81065","A81019",3.45820126745319
"A81065","A81012",4.01638623916214
"A81065","A81049",4.20877482211375
"A81065","A89008",4.79549457026524
"A81065","C86616",5.37241290049203
"A81065","A81067",5.4986192505469
"A81065","M83102",5.52800829432252
"A81065","A88005",5.55686342689641
"A81065","A86030",5.56132167409304
"A81065","A81038",5.71892760906798
"A81066","A84039",5.52418199750296
"A81066","C86009",5.82910134949306
"A81066","C83037",5.86250487885944
"A81066","A84031",5.95940167288096
"A81066","N81090",6.13629246682751
"A81066","C85623",6.14839812694513
"A81066","A83048",6.15216077462483
"A81066","N81010",6.15282561600353
"A81066","M82059",6.23358737698961
"A81066","L81123",6.2970090597409
"A81067","A81629",4.16038693667362
"A81067","A81035",4.62255663003542
"A81067","A83013",4.85441913690528
"A81067","A89006",4.86935292752534
"A81067","C85009",4.99880285004976
"A81067","A81025",5.03869508088159
"A81067","C85003",5.04008387720418
"A81067","A86030",5.08446382263823
"A81067","A86025",5.08583374167458
"A81067","C85619",5.10047343143978
"A81070","Y00286",3.95162037841414
"A81070","P81201",4.12695720319693
"A81070","A81060",4.4819857017402
"A81070","P81039",4.67499672883122
"A81070","N83045",4.75469512147707
"A81070","A89041",4.77213182612147
"A81070","A81063",4.81530346277137
"A81070","A88022",4.88538408362437
"A81070","A81007",4.93749628465728
"A81070","A81622",4.9578172320145
"A81602","A81014",4.40497884682344
"A81602","A81612",5.02668247170514
"A81602","A81056",5.02893112757438
"A81602","A81005",5.68280880548864
"A81602","C85614",5.71245768999585
"A81602","A88009",5.76454277083386
"A81602","A88023",5.7777821417024
"A81602","P92647",5.82221086668131
"A81602","A89026",5.8320179859611
"A81602","P92002",5.84448884537019
"A81608","A87030",5.43216066053654
"A81608","P81709",5.54557938571584
"A81608","P86620",5.80458344484944
"A81608","C85619",5.86822545571886
"A81608","A81067",5.9471402306231
"A81608","Y02521",6.16977902247561
"A81608","M83102",6.22064998096763
"A81608","M83650",6.2381970437086
"A81608","N81626",6.28644228862398
"A81608","P92019",6.31458830377156
"A81610","A81057",2.42123214749161
"A81610","A81040",3.34164435000396
"A81610","A89009",3.68219480581232
"A81610","A89012",4.04206262581351
"A81610","A81058",4.24668019697288
"A81610","P92024",4.32689509098723
"A81610","P92041",4.33147954386813
"A81610","Y00286",4.41476109562306
"A81610","C81662",4.53987112092438
"A81610","A83027",4.54818486068878
"A81611","A81058",2.96606815609245
"A81611","A89021",4.08070103616222
"A81611","A89028",4.15282897818344
"A81611","A89012",4.32862884761522
"A81611","A83026",4.3740789395908
"A81611","A89009",4.53900827423718
"A81611","A89025",4.55903231403419
"A81611","A81057",4.57132549946177
"A81611","A81610",4.6489056994302
"A81611","A83027",4.65112647587313
"A81612","A81014",3.67684077303468
"A81612","A81056",3.90606665128259
"A81612","C85006",4.02888746317524
"A81612","A84619",4.16882340759987
"A81612","A89011",4.20663913530109
"A81612","A89032",4.28106946657077
"A81612","A89617",4.45926304502043
"A81612","A88009",4.48540115570992
"A81612","A81060",4.49825415160689
"A81612","A83071",4.52972581151365
"A81618","A81048",4.30206296956921
"A81618","A81032",4.38863467602892
"A81618","N84008",4.44211389505772
"A81618","A89015",4.61521950241149
"A81618","N84017",4.80947895216785
"A81618","A81005",4.82638052084641
"A81618","A83014",4.84307958449665
"A81618","N81060",4.85043649626556
"A81618","N84614",4.85576875540531
"A81618","N84012",4.89667317135373
"A81621","A86040",6.11596978613502
"A81621","L81041",6.58808869428286
"A81621","L81670",6.61490473386464
"A81621","P89013",7.13922396231699
"A81621","L81083",7.26841915783556
"A81621","A81012",7.5780996305701
"A81621","Y02721",7.59933317732244
"A81621","P88043",7.63464373140713
"A81621","C88011",7.77658413683068
"A81621","N85640",7.82208523232277
"A81622","A81063",4.17113189356385
"A81622","A81007",4.39090398853778
"A81622","A81031",4.64059503711426
"A81622","A81025",4.67976606858159
"A81622","A89041",4.79065651241023
"A81622","A81629",4.81188997951079
"A81622","A81060",4.87352408190121
"A81622","A81070",4.9578172320145
"A81622","A89018",5.04169483670652
"A81622","A89006",5.05569941281349
"A81629","A81067",4.16038693667362
"A81629","A89041",4.35827452977829
"A81629","A81006",4.57096079190292
"A81629","A81025",4.65896969994361
"A81629","A88012",4.76769307961178
"A81629","Y02510",4.79665246886616
"A81629","A83619",4.80203609874469
"A81629","A81622",4.81188997951079
"A81629","A87030",4.81846008061081
"A81629","A81007",4.83373620579112
"A81630","Y00054",9.20055982075248
"A81630","Y01262",9.70877490472588
"A81630","Y00081",10.2365148715061
"A81630","Y02873",11.0074984974174
"A81630","Y02645",11.0250181561834
"A81630","Y03584",11.555918791239
"A81630","Y03303",12.0279537204605
"A81630","L83651",12.5262979832268
"A81630","Y01948",12.529713039845
"A81630","B81603",12.809664052967
"A81631","A81063",3.04725019254196
"A81631","A81060",3.611309371333
"A81631","A81041",3.69080201301737
"A81631","A81031",3.79776322768507
"A81631","A89027",4.34517077514452
"A81631","A89024",4.37064691101842
"A81631","A81011",4.42511659636636
"A81631","A81007",4.49697436389725
"A81631","A83616",4.72865264662802
"A81631","A89041",4.73821474493335
"A81634","A81064",5.72009854240105
"A81634","A81029",6.47547959150502
"A81634","A81023",6.48780299887699
"A81634","Y05167",7.49150415810886
"A81634","Y02319",7.61401161876592
"A81634","Y00184",7.76503116918048
"A81634","Y02875",8.07562606396069
"A81634","Y01695",8.26774802409068
"A81634","Y02787",8.26819887088423
"A81634","P81694",8.31518749731846
"A82003","A82025",4.00306099620076
"A82003","B82053",4.05106338050576
"A82003","A82068",4.33591152714216
"A82003","P81069",4.33759255432391
"A82003","P81113",4.42188468401498
"A82003","L83031",4.50678357467077
"A82003","L83101",4.57853536689072
"A82003","C81063",4.5886977264381
"A82003","A82026",4.59574708359875
"A82003","A82039",4.61175912204168
"A82004","A83060",6.24100085450558
"A82004","M81054",6.56948993880259
"A82004","A82055",6.62580400283546
"A82004","A83035",6.6532008469042
"A82004","A84045",6.67133169110373
"A82004","F81183",6.72113602361159
"A82004","B82011",6.76670443090364
"A82004","M81048",6.85319418082274
"A82004","M82041",6.88326827270423
"A82004","M81042",6.8884281311018
"A82005","A82070",4.26813964122402
"A82005","A82046",4.68120277474925
"A82005","J83601",5.44500691417248
"A82005","D83061",5.48163417553319
"A82005","A82030",5.58864047964382
"A82005","L85036",5.74364714842461
"A82005","L83086",5.77926109211892
"A82005","A82028",5.88460259832537
"A82005","L83049",5.88882598099979
"A82005","L83102",5.89033102452981
"A82006","L83026",5.37816355124889
"A82006","A82028",5.5726503642199
"A82006","B82007",5.68184039903754
"A82006","M82041",5.69684345751901
"A82006","M81054",5.72176892445894
"A82006","A82036",5.74358345349167
"A82006","B82011",5.79148702936723
"A82006","A82038",5.86582152492668
"A82006","B82068",5.88203762323744
"A82006","A84045",5.95636927335279
"A82007","A82072",2.96667252576468
"A82007","A82009",3.1975671660056
"A82007","A82008",3.64312839405314
"A82007","A82062",4.33897082918338
"A82007","A82071",4.81004477780088
"A82007","A82010",4.81662803904256
"A82007","P81054",5.60163864217877
"A82007","P81218",5.67338858953256
"A82007","L83028",5.7297285263712
"A82007","P81755",5.75910794380331
"A82008","A82009",2.88041613889789
"A82008","A82007",3.64312839405314
"A82008","A82072",4.48157007160052
"A82008","A82071",4.60199634774803
"A82008","A82010",4.61938885476509
"A82008","P81218",4.95962450466555
"A82008","A82062",5.429673789783
"A82008","P81755",5.46755555733515
"A82008","P81022",5.52065151357907
"A82008","P81730",5.53003834795022
"A82009","A82008",2.88041613889789
"A82009","A82072",3.05169953844151
"A82009","A82007",3.1975671660056
"A82009","A82010",3.77722346022161
"A82009","A82062",3.96100028944544
"A82009","P81218",4.39324690165054
"A82009","P81755",4.46304653094523
"A82009","P81730",4.52928361787206
"A82009","A82071",4.88901936433111
"A82009","P81130",5.07799012714878
"A82010","A82009",3.77722346022161
"A82010","A82072",4.10234191967086
"A82010","A82039",4.2084091154155
"A82010","A82008",4.61938885476509
"A82010","P81755",4.71834506677546
"A82010","P81730",4.75343520357216
"A82010","A82071",4.75560934320076
"A82010","A82007",4.81662803904256
"A82010","A82062",4.96815958154309
"A82010","P81218",5.11254399043266
"A82012","B82050",5.71452124790153
"A82012","M81074",5.72753977260399
"A82012","P81006",5.89483768489255
"A82012","A84006",5.9604077699385
"A82012","M82030",6.10601848629371
"A82012","A82035",6.31382007992277
"A82012","D82056",6.37767441767565
"A82012","L82012",6.39724090306241
"A82012","L85033",6.43918908544009
"A82012","L83087",6.5669631670148
"A82013","M81043",5.08711731199294
"A82013","M81009",5.40324553083362
"A82013","M81018",5.47858980537015
"A82013","M81048",5.55391104560653
"A82013","M81054",5.75171573576988
"A82013","L83023",5.83988140623237
"A82013","B82609",5.92335697659973
"A82013","A82631",5.92871084040801
"A82013","B82011",6.31470718741242
"A82013","A82038",6.34823983426795
"A82014","A82029",5.00316488851031
"A82014","M81018",5.3694416031798
"A82014","A82631",5.49451477520602
"A82014","M81024",5.89206257824644
"A82014","M81009",6.07597002992547
"A82014","M81043",6.28448783316266
"A82014","A82617",6.28652650152982
"A82014","B82619",6.45757547914821
"A82014","A82038",6.46474904809692
"A82014","M82020",6.49680463295454
"A82015","A82019",2.81842604752765
"A82015","A82654",3.0037920466283
"A82015","A82018",4.28793794379511
"A82015","N81040",4.89667766718552
"A82015","A82020",5.08929671916887
"A82015","N81024",5.22318612979173
"A82015","B87033",5.24959692168532
"A82015","L83003",5.32836563359678
"A82015","M82012",5.42408199720954
"A82015","P81186",5.46046467613353
"A82016","B87030",6.44391962641918
"A82016","L85008",6.6844169873252
"A82016","C84001",7.08891835013149
"A82016","A84036",7.31447860598776
"A82016","K83002",7.371688066271
"A82016","M81026",7.37687849124762
"A82016","J81006",7.50878477174948
"A82016","C82038",7.55240181982429
"A82016","L83006",8.03546567108519
"A82016","A82047",8.04758654027984
"A82018","A82654",3.25174710435118
"A82018","A82020",3.75703353868422
"A82018","A82019",4.23089224693343
"A82018","A82015",4.28793794379511
"A82018","P81057",4.57849717752418
"A82018","P81186",4.97423569078746
"A82018","P81038",5.16108611638614
"A82018","C81049",5.16780130080164
"A82018","N81024",5.28820996998726
"A82018","L85017",5.30854393964325
"A82019","A82015",2.81842604752765
"A82019","A82654",3.79496912630916
"A82019","A82018",4.23089224693343
"A82019","N81040",4.57088557182165
"A82019","P81127",4.5795223637144
"A82019","Y00347",4.91776196426194
"A82019","L83003",5.00130122209297
"A82019","P81117",5.07945623424573
"A82019","P81748",5.14242488486037
"A82019","A82020",5.16581406427602
"A82020","A82018",3.75703353868422
"A82020","A82654",4.36813938463964
"A82020","A82041",5.08376594972028
"A82020","A82015",5.08929671916887
"A82020","A83005",5.15642816671547
"A82020","A82019",5.16581406427602
"A82020","A82044",5.1741991472166
"A82020","M82032",5.32030790020128
"A82020","P81044",5.40491571470133
"A82020","P81057",5.51873607635614
"A82021","A82035",5.01301348955743
