"orig","dest","distance"
"U03186","U64426",4.99021449758417
"U03186","U77315",5.38631100176986
"U03186","U73005",5.43246726665208
"U03186","U05642",6.1793147982682
"U03186","U71014",6.92950525980607
"U03186","U87332",7.01173704161056
"U03186","U60845",7.0383756932962
"U03186","U79932",7.06472339314461
"U03186","U54044",7.13169944693682
"U03186","U27128",7.22720446765254
"U03298","U13990",4.39312659235283
"U03298","U56977",4.53840178516482
"U03298","U57955",4.85857598687016
"U03298","U80470",5.08104723911106
"U03298","U62485",5.17434385808986
"U03298","U61347",5.31804479303691
"U03298","U52075",5.33511067916477
"U03298","U57981",5.48180102106841
"U03298","U03826",5.52533938632105
"U03298","U62975",5.55907762527776
"U03364","U96386",3.32662817999349
"U03364","U19471",4.00777440699008
"U03364","U46464",4.2688596162747
"U03364","U48691",4.28340329788849
"U03364","U09738",4.33063630968888
"U03364","U75375",4.3741311198467
"U03364","U06871",4.4337195360904
"U03364","U58215",4.53313493548566
"U03364","U17969",4.55247413374107
"U03364","U04725",4.58478590949881
"U03379","U42142",8.15083093191933
"U03379","U58435",8.55659442021764
"U03379","U56223",8.80801869846
"U03379","U52468",8.99185270362155
"U03379","U87914",9.12713733693889
"U03379","U01198",9.59794476193995
"U03379","U55399",9.82892789426575
"U03379","U22192",9.86490341587381
"U03379","U45809",10.1169529555424
"U03379","U85348",10.155758386067
"U03551","U50107",3.795215865643
"U03551","U88820",4.5037313518551
"U03551","U20165",4.74375472115512
"U03551","U77447",4.90495049499556
"U03551","U36188",4.9249408089673
"U03551","U43112",4.93425639934642
"U03551","U34538",4.99789285772732
"U03551","U01096",5.01671076519646
"U03551","U71897",5.11713298513528
"U03551","U58525",5.12111462288359
"U03653","U08578",3.58383236597378
"U03653","U40458",4.68354168585439
"U03653","U27585",4.78564940809799
"U03653","U10339",4.88176816371809
"U03653","U60450",4.92713513216871
"U03653","U29424",5.01317758608881
"U03653","U89806",5.04290671736279
"U03653","U50107",5.0478103906041
"U03653","U51050",5.14082720962389
"U03653","U62122",5.38690937170682
"U03810","U97340",6.46824179540735
"U03810","U10335",6.5477529474973
"U03810","U47004",6.74268109734965
"U03810","U44561",6.78051226657679
"U03810","U53997",7.01198531453582
"U03810","U88179",7.2878224418357
"U03810","U76908",7.29392332395946
"U03810","U07449",7.31251541701597
"U03810","U78466",7.35787956510291
"U03810","U11746",7.36111061910896
"U03824","U88890",2.66551566510953
"U03824","U76349",4.27001630359956
"U03824","U79397",5.07105245138378
"U03824","U76753",5.10980426693397
"U03824","U82095",5.74073825684553
"U03824","U16538",5.99941427315984
"U03824","U37296",6.0483935460767
"U03824","U05734",6.33040750467582
"U03824","U27086",6.43247292182269
"U03824","U94664",6.58201380142578
"U03826","U61347",4.64884835664235
"U03826","U83524",4.71242459909522
"U03826","U97785",4.76427070258782
"U03826","U56977",4.80861220550996
"U03826","U30913",4.84988069151662
"U03826","U28237",4.86205750092972
"U03826","U10995",4.86795239008567
"U03826","U89554",4.88364177847447
"U03826","U02669",4.93064539844415
"U03826","U08925",4.95658800274243
"U03864","U91913",5.70760055447603
"U03864","U64053",5.8036928325059
"U03864","U62043",5.8202963675779
"U03864","U11625",6.1385041467723
"U03864","U82523",6.1752398183748
"U03864","U41591",6.20086145847524
"U03864","U37412",6.22617832868124
"U03864","U40951",6.64740191816378
"U03864","U59570",6.72866285415801
"U03864","U52026",6.79820640249367
"U03989","U62501",4.80597077289199
"U03989","U99474",5.03873695096518
"U03989","U59591",5.04742841209125
"U03989","U90236",5.21542559032803
"U03989","U37007",5.28442325311547
"U03989","U92836",5.57552314677971
"U03989","U46593",5.94938493957538
"U03989","U09893",6.00313333989046
"U03989","U00254",6.02022191222783
"U03989","U51930",6.09275531697391
"U04079","U16983",3.90697150459303
"U04079","U58215",4.40975894391109
"U04079","U48691",4.43605874024485
"U04079","U12553",4.52748950714004
"U04079","U03364",4.60272549136184
"U04079","U19471",4.62750048649548
"U04079","U07902",4.64941152828789
"U04079","U36299",4.69872269203339
"U04079","U32001",4.70351385882909
"U04079","U96386",4.76453272585698
"U04154","U62485",4.5571756067412
"U04154","U10555",4.99221347258059
"U04154","U73212",5.04779767275783
"U04154","U47975",5.24922575416498
"U04154","U94681",5.68672381397346
"U04154","U10684",5.72529366645464
"U04154","U12413",5.84983836904436
"U04154","U91215",5.95150420853497
"U04154","U89699",6.05314382291794
"U04154","U10602",6.06025373866682
"U04443","U27924",4.00564313085468
"U04443","U30335",4.0874582031167
"U04443","U47851",5.05018958299069
"U04443","U49929",5.2587494313588
"U04443","U56729",5.5215622518923
"U04443","U50197",5.54950213340587
"U04443","U33192",5.57452878817825
"U04443","U09521",5.58427182548087
"U04443","U51200",5.58700513442754
"U04443","U02739",5.6351657810752
"U04545","U49929",4.57258506532297
"U04545","U02453",5.01135327775962
"U04545","U58673",5.17978320879057
"U04545","U90095",5.19636090203371
"U04545","U44623",5.24366103974819
"U04545","U80679",5.25269790310865
"U04545","U52261",5.32357660103377
"U04545","U14062",5.36381445930341
"U04545","U12949",5.38642927471314
"U04545","U64165",5.39911960845795
"U04648","U36809",3.70259223132161
"U04648","U40164",4.37145241328704
"U04648","U32901",4.38511271062134
"U04648","U36651",4.49472156392702
"U04648","U75382",4.65734202503837
"U04648","U82404",4.99471996516295
"U04648","U05679",5.00520022619908
"U04648","U65398",5.03157557933582
"U04648","U52261",5.1491049805299
"U04648","U31922",5.3034449566144
"U04725","U53775",4.37892551280016
"U04725","U06871",4.56218707903808
"U04725","U03364",4.58478590949881
"U04725","U01367",4.83162638059908
"U04725","U17969",4.93575898387231
"U04725","U59622",5.03592512730266
"U04725","U04862",5.12194390181984
"U04725","U89419",5.30577811067639
"U04725","U47184",5.31976679571649
"U04725","U96099",5.33446109231234
"U04748","U60757",4.123475352954
"U04748","U21339",4.53944299879852
"U04748","U21317",4.72263417114481
"U04748","U08235",4.73179365813701
"U04748","U87478",5.02773396508029
"U04748","U66904",5.29278672717029
"U04748","U21470",5.33303405267746
"U04748","U48056",5.66286106158103
"U04748","U52868",5.72957494734403
"U04748","U87914",5.81346312650465
"U04784","U77200",4.00361482211995
"U04784","U55724",4.02441490576068
"U04784","U95654",4.72397524220033
"U04784","U62975",4.82536857380066
"U04784","U61347",4.9354134676288
"U04784","U11781",4.98904559586033
"U04784","U13761",5.03029423830701
"U04784","U56977",5.10188805487947
"U04784","U70739",5.15849424626274
"U04784","U16446",5.21221609636404
"U04862","U70739",3.09411918744645
"U04862","U75375",3.48647767088524
"U04862","U96099",3.71703213159617
"U04862","U01367",4.0456231836767
"U04862","U57321",4.43143292208295
"U04862","U88743",4.55726716806161
"U04862","U03364",4.61563808796776
"U04862","U16446",4.65464429770695
"U04862","U20931",4.67245419511124
"U04862","U89554",4.6943788039539
"U04901","U29951",5.91257538053418
"U04901","U13621",7.08036051618566
"U04901","U96568",7.33990696988303
"U04901","U66020",7.41247747055945
"U04901","U23742",7.51169310167646
"U04901","U62545",7.80739106461854
"U04901","U32001",7.82335699530317
"U04901","U55724",7.91043607515536
"U04901","U56977",7.91237641833412
"U04901","U77200",7.91899922038502
"U04973","U68127",4.67061810685541
"U04973","U10200",4.83019507426353
"U04973","U08711",5.01562571501952
"U04973","U50107",5.26640327230755
"U04973","U97651",5.27688502493493
"U04973","U09531",5.39146111858837
"U04973","U90050",5.46284867417923
"U04973","U31922",5.69365023589916
"U04973","U19152",5.70643540958623
"U04973","U71089",5.73124557119108
"U05001","U10748",5.2939208316262
"U05001","U17435",5.4126867372474
"U05001","U62853",5.5710452930753
"U05001","U36512",5.69989000972425
"U05001","U12200",5.75710617991613
"U05001","U72999",5.77706907479974
"U05001","U93827",5.88101203346107
"U05001","U35724",5.91280696664989
"U05001","U02678",5.95039088359808
"U05001","U69072",5.98353385403567
"U05048","U32323",4.71203029993088
"U05048","U10439",4.92682792482261
"U05048","U53963",5.13071136966057
"U05048","U17168",5.17343777222635
"U05048","U25219",5.5497851211755
"U05048","U75018",5.62265093744463
"U05048","U84490",5.63975097696719
"U05048","U18267",5.70642268928287
"U05048","U85198",5.71202214769332
"U05048","U54853",5.86267417980736
"U05340","U84529",4.83798280224166
"U05340","U13456",4.87424403175744
"U05340","U23710",4.92521022187756
"U05340","U02669",4.97001297362879
"U05340","U16338",5.02487314355522
"U05340","U93148",5.03937879734489
"U05340","U82536",5.23668876595198
"U05340","U26743",5.36471385870317
"U05340","U28174",5.38173752479574
"U05340","U90977",5.42842749447379
"U05433","U90673",4.8358314251546
"U05433","U24883",5.26680215147346
"U05433","U62485",5.34292061326333
"U05433","U62975",5.53650273799462
"U05433","U41523",5.67597340481206
"U05433","U56977",5.71356433415596
"U05433","U21359",5.86301136905244
"U05433","U73212",5.89014429765039
"U05433","U84465",5.89561740711498
"U05433","U63565",5.93025447500225
"U05451","U58256",3.82261638295861
"U05451","U21268",4.42984698978102
"U05451","U51492",4.62935360636686
"U05451","U36584",4.95456915814851
"U05451","U46293",5.03882648315209
"U05451","U23362",5.04860622413908
"U05451","U83168",5.43479508216249
"U05451","U36795",5.90905488037812
"U05451","U47812",5.95289153029593
"U05451","U41041",6.00114323140619
"U05458","U43314",3.27838536948895
"U05458","U69720",3.63560303579764
"U05458","U52297",3.93313830632723
"U05458","U81825",4.05762038346797
"U05458","U70212",4.43605008681444
"U05458","U27349",4.48897085270298
"U05458","U87170",4.79085946174387
"U05458","U14646",4.89250886534271
"U05458","U10386",4.9094719509567
"U05458","U37826",4.97646707088108
"U05510","U15644",4.12054033269051
"U05510","U12553",4.13909045475611
"U05510","U98116",4.483562952009
"U05510","U09531",4.54639745247619
"U05510","U89762",4.5664298082052
"U05510","U44671",4.6112841136671
"U05510","U95574",4.6718885685497
"U05510","U26743",4.6826874692088
"U05510","U28255",4.76452434940153
"U05510","U80679",4.87822271115508
"U05512","U80470",3.81743401709101
"U05512","U09980",4.89054154114712
"U05512","U66218",5.50578685060392
"U05512","U63454",5.52966790556931
"U05512","U89699",5.57637881789431
"U05512","U03298",5.63821663092231
"U05512","U49615",5.65514328032248
"U05512","U37412",5.72302049312518
"U05512","U56977",5.77977601322399
"U05512","U26345",5.87171887640161
"U05517","U07003",4.07339645844132
"U05517","U17156",5.06867326201119
"U05517","U87255",5.78692723182452
"U05517","U48502",5.79999709468098
"U05517","U69841",5.80397435615071
"U05517","U09883",5.86143887709316
"U05517","U25735",6.02281896212858
"U05517","U32831",6.02677601619502
"U05517","U60845",6.03886500335714
"U05517","U34816",6.09105245497761
"U05632","U90861",5.2023021496057
"U05632","U56140",5.97509616200111
"U05632","U85348",6.10155672007219
"U05632","U26059",6.14583714252171
"U05632","U96077",6.2179317690478
"U05632","U32760",6.48052673104229
"U05632","U78604",6.55647207745527
"U05632","U19923",6.59510078923232
"U05632","U27932",7.07506696077393
"U05632","U84277",7.20690740082525
"U05642","U87332",4.35797490532841
"U05642","U30256",4.93823041293503
"U05642","U48026",5.60286933622003
"U05642","U40159",5.66412652827075
"U05642","U27026",5.69291309970341
"U05642","U71014",5.78485122249299
"U05642","U31169",5.94308301596181
"U05642","U29575",5.99301622790048
"U05642","U36231",6.08967780241628
"U05642","U33954",6.15429576512125
"U05679","U36809",4.77835349576477
"U05679","U71014",4.96474149050544
"U05679","U04648",5.00520022619908
"U05679","U40164",5.98857516288825
"U05679","U26878",6.06737738792316
"U05679","U99474",6.07486136241311
"U05679","U52261",6.12029948715292
"U05679","U64165",6.15924495449035
"U05679","U75382",6.22663668801898
"U05679","U27258",6.43275251494308
"U05734","U06256",3.91637069323056
"U05734","U87255",4.76354562811539
"U05734","U93998",5.13756817080858
"U05734","U09529",5.32891077773282
"U05734","U99055",5.39895547391739
"U05734","U54764",5.40742586339693
"U05734","U94664",5.48776959647696
"U05734","U32831",5.53586558140808
"U05734","U91476",5.54135232785777
"U05734","U79313",5.58450633033061
"U05784","U14482",5.71980595909977
"U05784","U62360",6.82361698196713
"U05784","U37086",6.93337220468269
"U05784","U81960",7.12734779114747
"U05784","U42276",7.26431887868814
"U05784","U12920",7.60849150277101
"U05784","U54007",7.63647164139207
"U05784","U62614",7.85078373333682
"U05784","U81324",7.8649056556975
"U05784","U18398",8.00753264711112
"U05885","U34811",6.50220436096792
"U05885","U83457",6.52889926111437
"U05885","U62614",6.56240119808769
"U05885","U18315",7.38039937949225
"U05885","U81184",7.38958495006383
"U05885","U09193",7.60940928392448
"U05885","U87168",7.79781275091596
"U05885","U73458",7.81536370909449
"U05885","U50771",7.96836619507184
"U05885","U07169",8.12667720200899
"U05906","U57096",3.45746753100522
"U05906","U01901",3.73536677792488
"U05906","U43084",4.07231149618098
"U05906","U34632",4.10316095822713
"U05906","U79678",4.2770460135291
"U05906","U23418",4.33837270027144
"U05906","U98432",4.59120288408214
"U05906","U36134",4.60080259909469
"U05906","U64175",4.63236784143673
"U05906","U94037",4.66423701231951
"U06000","U11176",8.12073222578842
"U06000","U21617",9.34403159247307
"U06000","U82731",9.57520499611299
"U06000","U84277",9.60935660043374
"U06000","U11393",9.71228821222793
"U06000","U98152",9.78566172824835
"U06000","U74266",9.78669420855563
"U06000","U90861",9.872440366293
"U06000","U51429",9.91806655916898
"U06000","U91762",10.2139890463564
"U06079","U19424",3.67354186417208
"U06079","U78369",3.95501826189316
"U06079","U43112",4.37000543323302
"U06079","U73966",4.45317894569948
"U06079","U37262",4.58395796002869
"U06079","U49896",4.76041626392864
"U06079","U34538",4.81427257882943
"U06079","U10870",4.8293553851934
"U06079","U84150",4.96781539369786
"U06079","U90175",5.05645709754864
"U06092","U69575",4.72885626243691
"U06092","U34742",5.10682424935173
"U06092","U25587",5.39836196189041
"U06092","U39446",5.58587724254584
"U06092","U66368",5.60500738611605
"U06092","U64487",5.6095722410285
"U06092","U49226",5.63902130906087
"U06092","U33954",5.67125724069087
"U06092","U68252",5.68308797893893
"U06092","U38221",5.7058542260735
"U06180","U60094",5.8283743761979
"U06180","U78157",9.92564896562591
"U06180","U58312",10.3018377001511
"U06180","U53896",10.6889950145883
"U06180","U02795",11.6226916274038
"U06180","U87168",12.2254880246898
"U06180","U81324",12.2695527392288
"U06180","U76122",12.3400441288328
"U06180","U38045",12.4009947093128
"U06180","U19803",12.4847922292107
"U06243","U28765",4.12873586800578
"U06243","U72156",4.61049953787707
"U06243","U55146",5.40158262445758
"U06243","U15488",5.59259579244257
"U06243","U08711",5.73968557978043
"U06243","U33522",6.13105144819702
"U06243","U50277",6.35711682729459
"U06243","U27026",6.39418863852561
"U06243","U40593",6.63009381835845
"U06243","U50767",6.7137242077521
"U06256","U05734",3.91637069323056
"U06256","U93998",4.39214312539449
"U06256","U87255",4.53318550383876
"U06256","U67660",4.860182655358
"U06256","U32831",4.90930940146544
"U06256","U79938",5.28402786767233
"U06256","U69393",5.29585973331876
"U06256","U35724",5.32419115141377
"U06256","U48502",5.33439376235075
"U06256","U79397",5.44734912717058
"U06387","U06816",4.08942276933502
"U06387","U36833",4.54071134087609
"U06387","U67133",4.78389198001192
"U06387","U70185",4.80057767623362
"U06387","U95792",4.85641676065576
"U06387","U32372",4.90305783020615
"U06387","U79019",5.00955790963636
"U06387","U02749",5.21794307799307
"U06387","U99739",5.22644116131743
"U06387","U14062",5.2599583088911
"U06437","U53963",2.91970439333348
"U06437","U18267",3.84415710035764
"U06437","U32323",3.89214124587061
"U06437","U88280",4.20595644022302
"U06437","U25219",4.26648838311124
"U06437","U12200",4.40812048543494
"U06437","U10439",4.4955221108436
"U06437","U72999",4.65783216619339
"U06437","U08248",4.83514609766626
"U06437","U90349",5.01732878921247
"U06438","U87332",5.09310464159675
"U06438","U78466",5.67634053283132
"U06438","U31169",5.80639645880242
"U06438","U12550",5.97899000668486
"U06438","U28765",6.10039056349501
"U06438","U30256",6.12027014597068
"U06438","U37411",6.17325425930917
"U06438","U05642",6.23451526401672
"U06438","U44561",6.2624626949941
"U06438","U27607",6.27808192076776
"U06486","U75847",4.24849888148902
"U06486","U48176",4.46942249862975
"U06486","U49304",5.2501394286148
"U06486","U53317",5.40992443311992
"U06486","U86433",5.46241609377742
"U06486","U98116",5.47710236502595
"U06486","U20639",5.48040828483564
"U06486","U89762",5.52141853498056
"U06486","U90175",5.56652925087553
"U06486","U86623",5.59939533747363
"U06610","U19348",4.84509737387651
